52;1857.00;12.93;1200.00;small
53;1663.00;15.05;1378.00;big
53;1697.00;12.75;1286.00;big
53;1681.00;15.78;1466.00;big
54;1794.00;16.20;1424.00;big
54;1737.00;14.57;1388.00;big
54;1769.00;13.82;1312.00;big
55;1898.00;16.18;1451.00;big
55;1994.00;16.20;1460.00;big
56;1974.00;16.90;1248.00;big
57;2014.00;16.75;1343.00;big
58;1728.00;14.90;1636.00;big
58;1890.00;15.35;1668.00;big
59;1785.00;15.50;1550.00;big
59;1909.00;15.65;1548.00;big
60;1800.00;15.90;2017.00;big
60;1714.00;11.20;1919.00;big
60;1842.00;14.38;1891.00;big
61;1622.00;15.75;2072.00;big
61;1487.00;14.43;2075.00;big
61;1470.00;15.82;2213.00;big
61;1349.00;12.55;2267.00;big
62;1731.00;11.25;2228.00;big
62;1827.00;16.05;2226.00;big
62;1625.00;14.93;2251.00;big
62;1698.00;12.00;2142.00;big
62;1786.00;15.65;2111.00;big
63;1240.00;10.88;2161.00;big
63;1214.00;11.95;2211.00;big
64;1737.00;9.50;1275.00;small
64;1715.00;9.50;1344.00;small
65;1874.00;10.50;1116.00;small
65;1718.00;9.50;1240.00;small
66;2127.00;9.50;945.00;small
66;2064.00;9.68;1010.00;small
67;2333.00;10.43;718.00;small
67;2533.00;9.50;693.00;small
68;2680.00;10.55;777.00;small
68;2842.00;9.50;594.00;small
69;2580.00;9.50;1030.00;small
69;2584.00;10.85;929.00;small
70;2447.00;9.50;924.00;small
70;2508.00;10.55;1131.00;small
71;2574.00;11.85;465.00;small
71;2548.00;11.18;400.00;small
72;2614.00;9.50;316.00;small
72;2777.00;9.50;261.00;small
73;2830.00;11.07;276.00;small
73;2853.00;9.93;330.00;small
74;2782.00;9.82;876.00;small
74;2971.00;9.50;747.00;small
75;2972.00;10.05;799.00;small
75;2744.00;10.82;974.00;small
76;3095.00;9.50;862.00;small
76;3006.00;9.50;932.00;small
77;3224.00;9.50;926.00;small
77;3213.00;9.50;813.00;small
78;2705.00;9.50;1094.00;small
78;2895.00;10.38;1076.00;small
79;2147.00;9.95;1122.00;small
79;2279.00;9.50;1188.00;small
80;2357.00;11.78;1392.00;small
80;2324.00;9.50;1284.00;small
81;2716.00;9.50;1225.00;small
81;3004.00;9.50;1107.00;small
82;2534.00;11.20;1499.00;small
82;2772.00;9.50;1403.00;small
83;2022.00;9.50;1514.00;small
83;2170.00;9.50;1520.00;small
84;2314.00;10.53;1686.00;small
84;2544.00;9.50;1760.00;small
85;2484.00;10.82;1827.00;small
85;2235.00;11.57;1704.00;small
86;1949.00;11.10;1738.00;small
86;1982.00;10.53;1630.00;small
87;1816.00;10.50;1706.00;small
87;1680.00;9.65;1671.00;small
88;1826.00;10.25;1738.00;small
88;1873.00;9.50;1841.00;small
89;1886.00;9.50;1950.00;small
89;1869.00;9.50;2051.00;small
90;1697.00;9.50;2166.00;small
90;1744.00;9.50;1995.00;small
91;2506.00;17.68;483.00;big
91;2374.00;10.90;594.00;big
92;2564.00;15.60;299.00;big
92;2591.00;14.93;244.00;big
93;2916.00;17.20;240.00;big
93;3031.00;10.90;162.00;big
94;2368.00;12.75;707.00;big
94;2443.00;10.65;638.00;big
95;2852.00;12.35;436.00;big
95;2872.00;11.65;536.00;big
96;2718.00;17.20;462.00;big
96;2767.00;15.95;382.00;big
97;3289.00;11.95;254.00;big
97;3365.00;10.10;291.00;big
98;2681.00;15.00;602.00;big
98;2706.00;14.45;732.00;big
99;5452.00;9.50;2073.00;big
99;5006.00;9.50;2059.00;big
100;4597.00;9.50;940.00;big
100;4260.00;9.50;924.00;big
101;2057.00;9.50;353.00;big
101;1968.00;9.50;589.00;big
102;94.00;9.50;2177.00;big
102;514.00;9.50;2074.00;big
103;4976.00;11.78;1817.00;big
103;4852.00;14.05;1922.00;big
104;3205.00;9.50;808.00;big
104;3252.00;9.50;761.00;big
105;2729.00;13.70;877.00;big
105;2872.00;11.20;697.00;big
106;2732.00;12.18;938.00;big
106;2875.00;12.45;887.00;big
107;2791.00;12.00;1018.00;big
107;3042.00;11.40;856.00;big
108;2331.00;15.60;1739.00;big
108;2468.00;13.73;1753.00;big
109;2920.00;9.75;998.00;small
109;2785.00;10.13;1034.00;small
110;2863.00;10.28;1133.00;small
110;2934.00;9.80;1112.00;small
111;2730.00;14.23;1157.00;big
111;2884.00;12.73;1171.00;big
112;3096.00;11.35;999.00;big
112;2752.00;12.65;1066.00;big
113;2772.00;14.55;548.00;big
113;2768.00;12.70;629.00;big
114;2659.00;16.08;342.00;big
114;2785.00;14.57;301.00;big
115;2661.00;16.35;427.00;big
115;2634.00;16.13;508.00;big
116;2659.00;12.93;211.00;big
116;2761.00;14.78;244.00;big
117;2789.00;15.88;125.00;big
117;2899.00;16.65;129.00;big
118;2998.00;15.78;82.00;big
118;3113.00;13.00;54.00;big
119;2814.00;14.40;182.00;big
119;2843.00;14.28;225.00;big
120;3207.00;12.60;73.00;big
120;3150.00;12.73;126.00;big
121;3214.00;9.50;179.00;big
121;3323.00;13.30;105.00;big
122;3332.00;9.80;30.00;big
122;3480.00;13.75;14.00;big
123;2347.00;9.50;201.00;big
123;2929.00;9.50;30.00;big
124;4051.00;9.50;112.00;big
124;4373.00;9.50;67.00;big
125;3888.00;9.50;523.00;big
125;4060.00;9.50;389.00;big
126;3923.00;10.25;297.00;big
126;3696.00;9.50;378.00;big
127;4140.00;11.20;196.00;big
127;4268.00;12.00;195.00;big
128;4527.00;9.50;165.00;big
128;4666.00;9.50;74.00;big
129;4437.00;12.30;163.00;big
129;4402.00;13.07;170.00;big
130;3871.00;13.15;170.00;big
130;3911.00;11.05;157.00;big
131;2426.00;9.80;624.00;small
131;2376.00;9.50;615.00;small
132;2713.00;9.50;182.00;small
132;2881.00;9.50;189.00;small
133;3126.00;9.53;151.00;small
133;3150.00;9.50;60.00;small
134;3241.00;9.50;22.00;small
134;3182.00;9.50;149.00;small
135;2951.00;9.50;98.00;small
135;2921.00;11.28;73.00;small
136;3034.00;9.50;128.00;small
136;3046.00;9.50;152.00;small
137;2995.00;9.50;170.00;small
137;2964.00;9.50;162.00;small
138;2871.00;10.10;469.00;small
138;2816.00;10.00;479.00;small
139;3329.00;9.50;37.00;small
139;3316.00;9.50;27.00;small
140;3341.00;9.70;26.00;small
140;3304.00;9.50;5.00;small
141;3370.00;9.50;9.00;small
141;3384.00;9.50;31.00;small
142;2580.00;12.53;377.00;big
142;2616.00;13.82;388.00;big
143;2586.00;14.70;608.00;big
143;2589.00;14.50;718.00;big
144;2752.00;12.50;774.00;big
144;2801.00;11.60;706.00;big
